ResponseId,n_subtypes,Subtype,Name,Attributes
R_3fAw6a6iFzRSUiE,4,Subtype02,me with my family,"Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Immature,Intelligent,Interested,Lovable,Needed,Optimistic,Organised"
R_3fAw6a6iFzRSUiE,4,Subtype03,me with my girlfriend,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Successful"
R_3fAw6a6iFzRSUiE,4,Subtype04,me in the public place,"Disorganised,Incompetent,Indecisive,Insecure,Irresponsible,Irritable,Isolated,Tense,Uncomfortable"
R_9nOCCDaM7xtLsFr,3,Subtype01,me in the army,"Hardworking,Independent,Organised"
R_9nOCCDaM7xtLsFr,3,Subtype02,me playing computer games,"Intelligent,Organised,Successful"
R_9nOCCDaM7xtLsFr,3,Subtype03,me on holiday,"Comfortable,Happy,Interested"
R_3q9ynZCLggfrdPW,4,Subtype01,Me as a father,"Capable,Fun and Entertaining,Happy,Hardworking,Lovable,Organised"
R_3q9ynZCLggfrdPW,4,Subtype02,Me as a manager,"Capable,Confident,Energetic,Independent,Intelligent,Mature,Needed,Organised,Successful"
R_3q9ynZCLggfrdPW,4,Subtype03,Me as a husband,"Capable,Comfortable,Communicative,Confident,Fun and Entertaining,Giving,Happy,Interested,Lovable,Optimistic"
R_3q9ynZCLggfrdPW,4,Subtype04,Me at work,"Capable,Energetic,Hardworking,Independent,Needed,Organised,Successful"
R_3I0OCwUygDQrnQC,5,Subtype01,me at work,"Energetic,Friendly,Hardworking,Optimistic,Organised,Outgoing"
R_3I0OCwUygDQrnQC,5,Subtype02,me with family,"Comfortable,Communicative,Giving,Happy,Interested"
R_3I0OCwUygDQrnQC,5,Subtype03,me with husband,"Comfortable,Communicative,Confident,Energetic,Happy,Lazy,Lovable,Needed"
R_3I0OCwUygDQrnQC,5,Subtype04,me with close friends,"Fun and Entertaining,Happy,Optimistic,Outgoing"
R_3I0OCwUygDQrnQC,5,Subtype05,me playing sports,"Confident,Hardworking"
R_eM3PfntoUXyx3rz,3,Subtype01,me at university,"Capable,Confident,Friendly,Fun and Entertaining,Happy,Hardworking,Independent,Mature,Optimistic,Organised,Outgoing"
R_eM3PfntoUXyx3rz,3,Subtype02,me with my family,"Capable,Disagreeing,Intelligent,Interested,Mature,Needed,Organised,Tense,Weary"
R_eM3PfntoUXyx3rz,3,Subtype03,me with my partner,"Capable,Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Outgoing,Successful"
R_1lnOFs16TbzKdvL,7,Subtype01,Me as a mother,"Capable,Confident,Hardworking,Independent,Weary"
R_1lnOFs16TbzKdvL,7,Subtype02,Me as a sister,"Lovable,Outgoing"
R_1lnOFs16TbzKdvL,7,Subtype03,Me as a partner,"Communicative,Confident,Friendly,Giving,Happy,Independent,Lovable,Outgoing"
R_1lnOFs16TbzKdvL,7,Subtype04,Me as a student,"Capable,Independent,Organised"
R_1lnOFs16TbzKdvL,7,Subtype05,Me as a party rep,"Capable,Comfortable,Communicative,Confident,Friendly,Hardworking,Outgoing"
R_1lnOFs16TbzKdvL,7,Subtype06,Me as a mental health mentor,"Capable,Comfortable,Communicative,Confident,Giving,Hardworking,Independent,Organised,Outgoing"
R_1lnOFs16TbzKdvL,7,Subtype07,Me as a person,"Irritable,Mature,Organised,Successful"
R_1NfDZIVliqKWGTP,5,Subtype01,me at home,"Comfortable,Confident"
R_1NfDZIVliqKWGTP,5,Subtype02,me at friends,"Fun and Entertaining,Giving,Organised"
R_1NfDZIVliqKWGTP,5,Subtype03,me at work,"Communicative,Mature,Organised"
R_1NfDZIVliqKWGTP,5,Subtype04,me being creative,"Communicative,Like a failure,Uncomfortable,Weary"
R_1NfDZIVliqKWGTP,5,Subtype05,me on social media,"Friendly,Interested,Successful"
R_1MTlOiZfzILkQzM,3,Subtype01,Me at work,"Capable,Communicative,Confident,Hardworking,Independent,Intelligent,Mature,Organised"
R_1MTlOiZfzILkQzM,3,Subtype02,Me with friends,"Confident,Friendly,Fun and Entertaining,Giving,Happy,Indecisive,Interested,Organised,Outgoing"
R_1MTlOiZfzILkQzM,3,Subtype03,Me with people I don't know,"Friendly,Insecure,Tense,Uncomfortable"
R_cHp0wUg9vpvflLz,3,Subtype01,me with family,"Disagreeing,Disorganised,Immature,Inferior,Intelligent,Irritable,Isolated,Needed,Tense"
R_cHp0wUg9vpvflLz,3,Subtype02,me with close friends,"Capable,Comfortable,Communicative,Energetic,Friendly,Fun and Entertaining,Giving,Intelligent,Lovable,Needed,Optimistic,Outgoing"
R_cHp0wUg9vpvflLz,3,Subtype03,me with other friends,"Capable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Independent,Intelligent,Mature,Outgoing"
R_3NwkRh6YssdfUuy,4,Subtype01,Me with partner,"Capable,Disagreeing,Hardworking,Lovable,Needed,Organised"
R_3NwkRh6YssdfUuy,4,Subtype02,Me at work,"Capable,Communicative,Confident,Friendly,Hardworking"
R_3NwkRh6YssdfUuy,4,Subtype03,Me with family,"Independent,Organised,Tense"
R_3NwkRh6YssdfUuy,4,Subtype04,Me with friends,"Capable,Independent,Isolated"
R_eFl9mNZYfglunsJ,5,Subtype01,me at work,"Capable,Comfortable,Communicative,Friendly,Fun and Entertaining,Intelligent,Interested,Mature,Organised,Successful"
R_eFl9mNZYfglunsJ,5,Subtype02,me with my partner,"Comfortable,Confident,Disagreeing,Friendly,Happy,Independent,Intelligent,Interested,Mature,Organised,Self-centered"
R_eFl9mNZYfglunsJ,5,Subtype03,me with family,"Friendly,Giving,Intelligent,Interested,Mature,Organised"
R_eFl9mNZYfglunsJ,5,Subtype04,me with football friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Immature,Interested,Outgoing"
R_eFl9mNZYfglunsJ,5,Subtype05,me with running,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Hardworking,Independent,Intelligent,Interested,Mature,Organised,Successful"
R_2OOvT3AnKiJXfhJ,4,Subtype01,me with family,"Comfortable,Disorganised,Immature,Independent,Insecure,Irritable,Lovable,Sad and Blue,Self-centered"
R_2OOvT3AnKiJXfhJ,4,Subtype02,me with friends,"Comfortable,Confident,Friendly,Fun and Entertaining,Giving,Happy,Independent,Insecure,Like a failure,Outgoing,Sad and Blue"
R_2OOvT3AnKiJXfhJ,4,Subtype03,me with my partner,"Disagreeing,Irritable,Mature,Tense,Uncomfortable"
R_2OOvT3AnKiJXfhJ,4,Subtype04,me with work,"Capable,Communicative,Confident,Energetic,Friendly,Giving,Happy,Hardworking,Intelligent,Mature,Optimistic,Organised,Outgoing,Successful"
R_8vN3tsN7l0iUPmN,4,Subtype01,Me at the store,"Capable,Independent,Outgoing"
R_8vN3tsN7l0iUPmN,4,Subtype02,Me taking care of my mom,"Capable,Hardworking,Mature"
R_8vN3tsN7l0iUPmN,4,Subtype03,Me playing a game,"Comfortable,Fun and Entertaining"
R_8vN3tsN7l0iUPmN,4,Subtype04,Me drawing,"Fun and Entertaining,Interested"
R_3rTKmff0MIeccCK,2,Subtype01,me as mum,"Friendly,Isolated,Needed,Organised"
R_3rTKmff0MIeccCK,2,Subtype02,me as daughter,"Comfortable,Interested"
R_30qM3nsuCMNlmzy,5,Subtype01,me alone,"Isolated,Lazy"
R_30qM3nsuCMNlmzy,5,Subtype02,me with family,"Comfortable,Communicative,Disagreeing"
R_30qM3nsuCMNlmzy,5,Subtype03,me with strangers,"Insecure,Irritable,Tense,Uncomfortable"
R_30qM3nsuCMNlmzy,5,Subtype04,me in public,"Insecure,Tense,Uncomfortable,Weary"
R_30qM3nsuCMNlmzy,5,Subtype05,me in social situations,"Insecure,Isolated,Tense,Uncomfortable"
R_25vfxPduyMEO8fu,3,Subtype01,work,"Capable,Comfortable,Communicative,Confident,Friendly,Hardworking,Intelligent,Interested,Optimistic,Outgoing,Successful"
R_25vfxPduyMEO8fu,3,Subtype02,with friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Intelligent,Outgoing"
R_25vfxPduyMEO8fu,3,Subtype03,with family,"Comfortable,Confident,Disagreeing,Needed"
R_1oBCfA7yu95pFOQ,10,Subtype01,Me as a wife,"Comfortable,Disorganised,Indecisive,Inferior,Insecure,Like a failure,Lovable"
R_1oBCfA7yu95pFOQ,10,Subtype02,me as a pet owner,"Capable,Disorganised,Happy,Indecisive,Interested"
R_1oBCfA7yu95pFOQ,10,Subtype03,me as a sister,"Comfortable,Friendly,Happy,Interested,Needed"
R_1oBCfA7yu95pFOQ,10,Subtype04,Me as a friend,"Comfortable,Friendly,Interested"
R_1oBCfA7yu95pFOQ,10,Subtype05,Me as a daughter,"Capable,Communicative,Giving,Indecisive,Insecure"
R_1oBCfA7yu95pFOQ,10,Subtype06,Me as a theatre goer,"Indecisive,Optimistic"
R_1oBCfA7yu95pFOQ,10,Subtype07,Me as an employee,"Disorganised,Hopeless,Inferior,Insecure,Irritable,Like a failure,Tense"
R_1oBCfA7yu95pFOQ,10,Subtype08,Me as a volunteer,"Hardworking,Mature,Organised"
R_1oBCfA7yu95pFOQ,10,Subtype09,Me as a stranger,"Indecisive,Isolated"
R_1oBCfA7yu95pFOQ,10,Subtype10,Me as a patient,"Insecure,Optimistic"
R_vreQ6muanzo5nm9,6,Subtype01,me at home,"Friendly,Fun and Entertaining,Hardworking,Interested,Mature,Optimistic"
R_vreQ6muanzo5nm9,6,Subtype02,me at work,"Capable,Comfortable,Communicative,Confident,Friendly,Independent,Intelligent,Interested,Mature,Needed,Optimistic,Organised,Outgoing"
R_vreQ6muanzo5nm9,6,Subtype03,me as husband,"Capable,Comfortable,Communicative,Confident,Friendly,Giving,Happy,Independent,Interested,Mature,Needed,Optimistic,Outgoing"
R_vreQ6muanzo5nm9,6,Subtype04,me as father,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Interested,Lovable,Mature,Needed,Optimistic,Organised,Outgoing"
R_vreQ6muanzo5nm9,6,Subtype05,me as son,"Capable,Comfortable,Communicative,Energetic,Friendly,Fun and Entertaining,Giving,Lazy,Needed,Optimistic,Organised,Outgoing,Successful"
R_vreQ6muanzo5nm9,6,Subtype06,me with friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Immature,Interested,Lazy,Needed,Optimistic"
R_2thPs1zkYarfUsY,5,Subtype01,me at work,"Capable,Friendly,Hardworking,Mature,Organised"
R_2thPs1zkYarfUsY,5,Subtype02,me studying,"Capable,Hardworking,Independent,Interested,Organised,Successful"
R_2thPs1zkYarfUsY,5,Subtype03,me reading,"Capable,Confident,Hardworking,Independent,Intelligent,Mature,Successful"
R_2thPs1zkYarfUsY,5,Subtype04,me having sex,"Communicative,Confident,Fun and Entertaining,Giving,Happy,Lovable,Mature,Needed,Outgoing"
R_2thPs1zkYarfUsY,5,Subtype05,me in holiday,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Happy,Independent,Interested,Optimistic,Outgoing,Successful"
R_sMTPOxeVouKV9ip,2,Subtype01,me with others,"Communicative,Friendly,Hardworking,Intelligent,Interested,Mature,Optimistic,Organised,Outgoing"
R_sMTPOxeVouKV9ip,2,Subtype02,me alone,"Comfortable,Friendly,Intelligent,Interested,Optimistic,Organised"
R_2R8MIscrxOAA8rv,4,Subtype01,alone,"Capable,Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Indecisive,Independent,Intelligent,Interested,Isolated,Optimistic,Outgoing,Unloved"
R_2R8MIscrxOAA8rv,4,Subtype02,with family,"Disagreeing,Incompetent,Indecisive,Inferior,Insecure,Irritable,Isolated,Like a failure,Tense,Uncomfortable,Unloved,Worthless"
R_2R8MIscrxOAA8rv,4,Subtype03,at university,"Capable,Disorganised,Independent,Intelligent,Isolated,Optimistic,Self-centered"
R_2R8MIscrxOAA8rv,4,Subtype04,online,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Independent,Intelligent,Lovable,Optimistic"
R_3enyrZkmXQU5ra1,6,Subtype01,me at home,Capable
R_3enyrZkmXQU5ra1,6,Subtype02,me driving a car,Intelligent
R_3enyrZkmXQU5ra1,6,Subtype03,me with coworkers,Friendly
R_3enyrZkmXQU5ra1,6,Subtype04,me with my pets,Happy
R_3enyrZkmXQU5ra1,6,Subtype05,me with my family,Hopeless
R_3enyrZkmXQU5ra1,6,Subtype06,me with myself,Optimistic
R_2VOvERdzgBX0SwU,5,Subtype01,Me at work,"Capable,Friendly,Needed,Optimistic,Organised,Outgoing,Successful"
R_2VOvERdzgBX0SwU,5,Subtype02,Me at home,"Capable,Comfortable,Lazy,Organised"
R_2VOvERdzgBX0SwU,5,Subtype03,Me running,Capable
R_2VOvERdzgBX0SwU,5,Subtype04,Me as a parent,"Capable,Happy,Organised,Tense"
R_2VOvERdzgBX0SwU,5,Subtype05,Me as a wife,"Fun and Entertaining,Giving,Lovable,Mature"
R_1Ksd3UmDGWgNP0i,6,Subtype01,Me at home,"Comfortable,Confident,Friendly,Fun and Entertaining,Happy,Independent,Intelligent,Organised,Successful"
R_1Ksd3UmDGWgNP0i,6,Subtype02,Me as a teacher,"Capable,Communicative,Confident,Energetic,Friendly,Happy,Hardworking,Intelligent,Interested,Mature,Optimistic,Organised,Outgoing,Successful"
R_1Ksd3UmDGWgNP0i,6,Subtype03,Me as a colleague,"Capable,Confident,Giving,Hardworking,Intelligent,Interested,Mature,Needed,Optimistic,Organised"
R_1Ksd3UmDGWgNP0i,6,Subtype04,Me as a friend,"Fun and Entertaining,Intelligent,Interested,Organised"
R_1Ksd3UmDGWgNP0i,6,Subtype05,Me around strangers,"Intelligent,Interested,Mature,Optimistic"
R_1Ksd3UmDGWgNP0i,6,Subtype06,Me as a family member,"Comfortable,Hardworking,Organised"
R_1o6xyPJDELeDf9O,6,Subtype01,Me at home,"Capable,Comfortable,Independent,Isolated,Lazy,Self-centered"
R_1o6xyPJDELeDf9O,6,Subtype02,Me at university,"Capable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Optimistic,Organised"
R_1o6xyPJDELeDf9O,6,Subtype03,Me with my partner,"Comfortable,Communicative,Confident,Happy,Interested,Lovable,Outgoing"
R_1o6xyPJDELeDf9O,6,Subtype04,Me with friends,"Energetic,Friendly,Fun and Entertaining,Indecisive,Insecure,Lovable,Optimistic,Outgoing"
R_1o6xyPJDELeDf9O,6,Subtype05,Me with family,"Communicative,Disagreeing,Energetic,Intelligent,Irritable,Lazy,Organised"
R_1o6xyPJDELeDf9O,6,Subtype06,Me as a presenter,"Capable,Communicative,Energetic,Friendly,Hardworking,Independent,Intelligent,Optimistic,Organised"
R_2zDcil5CUSyp6XI,1,Subtype01,me as son,"Comfortable,Confident,Happy,Independent,Lazy,Optimistic"
R_3fwSAwmxNNXUICd,4,Subtype01,Me at home,"Comfortable,Lazy,Organised,Outgoing"
R_3fwSAwmxNNXUICd,4,Subtype02,Me at college,"Friendly,Hardworking,Intelligent,Needed,Organised,Successful,Weary"
R_3fwSAwmxNNXUICd,4,Subtype03,Me as a sister,"Friendly,Fun and Entertaining,Giving,Immature"
R_3fwSAwmxNNXUICd,4,Subtype04,Me as a friend,"Communicative,Friendly,Fun and Entertaining,Uncomfortable"
R_1n2hjyjBs5ArKyc,5,Subtype01,Me with my brother,"Capable,Confident,Disagreeing,Happy,Lazy,Lovable"
R_1n2hjyjBs5ArKyc,5,Subtype02,Me at school,"Capable,Comfortable,Confident,Energetic,Friendly,Fun and Entertaining,Intelligent,Mature,Needed,Optimistic,Organised,Outgoing"
R_1n2hjyjBs5ArKyc,5,Subtype03,Me with friends,"Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Happy,Intelligent,Mature,Needed,Optimistic,Outgoing"
R_1n2hjyjBs5ArKyc,5,Subtype04,Me online,"Confident,Energetic,Friendly,Incompetent,Optimistic,Tense"
R_1n2hjyjBs5ArKyc,5,Subtype05,Me at work,"Capable,Communicative,Confident,Energetic,Friendly,Interested,Mature,Outgoing,Tense"
R_eeqttVEPn2cggJb,4,Subtype01,me alone,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Interested,Isolated,Mature,Organised"
R_eeqttVEPn2cggJb,4,Subtype02,me as a romantic partner,"Comfortable,Communicative,Confident,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Needed,Optimistic,Organised,Successful"
R_eeqttVEPn2cggJb,4,Subtype03,me when watching movies,"Comfortable,Fun and Entertaining,Happy,Interested,Lazy,Mature"
R_eeqttVEPn2cggJb,4,Subtype04,me when studying,"Confident,Hardworking,Intelligent,Interested,Irritable,Isolated,Mature,Organised,Self-centered"
R_er06u6kDEbfvJvz,5,Subtype01,me as a friend,"Comfortable,Friendly,Fun and Entertaining,Giving,Happy,Lovable,Needed"
R_er06u6kDEbfvJvz,5,Subtype02,me as a teacher,"Capable,Communicative,Confident,Independent,Intelligent,Needed,Organised"
R_er06u6kDEbfvJvz,5,Subtype03,me as a parent,"Capable,Comfortable,Communicative,Friendly,Fun and Entertaining,Giving,Happy"
R_er06u6kDEbfvJvz,5,Subtype04,me as an auntie,"Capable,Comfortable,Energetic,Friendly,Fun and Entertaining,Giving,Interested,Lovable"
R_er06u6kDEbfvJvz,5,Subtype05,me as a daughter,"Capable,Comfortable,Communicative,Giving,Optimistic,Organised,Successful"
R_1zT0o8AQFCpz0yZ,7,Subtype01,Me with family,"Confident,Disagreeing,Friendly,Fun and Entertaining,Immature,Irritable,Lazy,Outgoing,Self-centered"
R_1zT0o8AQFCpz0yZ,7,Subtype02,Me with my sister,"Capable,Comfortable,Communicative,Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Immature,Intelligent,Irritable,Outgoing"
R_1zT0o8AQFCpz0yZ,7,Subtype03,Me with my boyfriend,"Comfortable,Communicative,Friendly,Fun and Entertaining,Giving,Happy,Indecisive,Independent,Inferior,Insecure,Intelligent,Interested,Lovable,Mature,Outgoing"
R_1zT0o8AQFCpz0yZ,7,Subtype04,Me at work,"Capable,Comfortable,Communicative,Confident,Hardworking,Independent,Intelligent,Interested,Mature,Needed,Optimistic,Organised,Outgoing,Self-centered,Successful"
R_1zT0o8AQFCpz0yZ,7,Subtype05,Me with new people,"Friendly,Fun and Entertaining,Happy,Hopeless,Independent,Inferior,Insecure,Unloved,Worthless"
R_1zT0o8AQFCpz0yZ,7,Subtype06,Me with boyfriends family,"Communicative,Friendly,Hopeless,Independent,Inferior,Insecure,Isolated,Mature,Successful"
R_1zT0o8AQFCpz0yZ,7,Subtype07,Me in a job interview,"Capable,Confident,Friendly,Happy,Hardworking,Independent,Interested,Mature,Outgoing,Successful"
R_1LcXjm01AQFfEwq,7,Subtype01,me with family,Lovable
R_1LcXjm01AQFfEwq,7,Subtype02,me with my partner,"Fun and Entertaining,Happy,Indecisive,Independent,Interested,Lazy,Lovable,Needed"
R_1LcXjm01AQFfEwq,7,Subtype03,me on social media,"Capable,Comfortable,Confident,Independent,Self-centered"
R_1LcXjm01AQFfEwq,7,Subtype04,me with my support group,"Communicative,Interested,Mature,Optimistic"
R_1LcXjm01AQFfEwq,7,Subtype05,me when doing art,"Independent,Interested,Optimistic"
R_1LcXjm01AQFfEwq,7,Subtype06,me at work with colleagues,"Capable,Confident,Hardworking,Mature,Organised"
R_1LcXjm01AQFfEwq,7,Subtype07,me at work as a teacher,"Comfortable,Communicative,Confident,Energetic,Friendly,Intelligent,Interested,Mature,Optimistic"
R_vfcFp020AaubN5L,6,Subtype01,Me with family,"Capable,Comfortable,Communicative,Confident,Disagreeing,Energetic,Friendly,Fun and Entertaining,Happy,Hardworking,Independent,Intelligent,Interested,Irritable,Lazy,Lovable,Mature,Needed,Optimistic,Outgoing,Successful"
R_vfcFp020AaubN5L,6,Subtype02,Me with firends from college,"Capable,Confident,Friendly,Happy,Hardworking,Independent,Intelligent,Interested,Lovable,Mature,Optimistic"
R_vfcFp020AaubN5L,6,Subtype03,Me with friends (outside of college),"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Hardworking,Independent,Intelligent,Interested,Lovable,Optimistic,Outgoing,Successful"
R_vfcFp020AaubN5L,6,Subtype04,Me as scientist,"Capable,Communicative,Energetic,Hardworking,Intelligent,Interested,Isolated,Mature,Organised"
R_vfcFp020AaubN5L,6,Subtype05,Me as writer,"Capable,Comfortable,Friendly,Happy,Hardworking,Indecisive,Independent,Insecure,Intelligent,Interested,Organised,Tense,Weary"
R_vfcFp020AaubN5L,6,Subtype06,Me as reader,"Capable,Comfortable,Communicative,Confident,Energetic,Fun and Entertaining,Happy,Hardworking,Intelligent,Interested,Isolated,Mature,Optimistic,Successful"
R_21aBVkwC8JA67vF,7,Subtype01,Me Alone,"Capable,Comfortable,Confident,Hardworking,Independent,Intelligent,Mature,Organised,Self-centered,Successful"
R_21aBVkwC8JA67vF,7,Subtype02,Me at Work,"Capable,Communicative,Friendly,Fun and Entertaining,Insecure,Mature,Weary"
R_21aBVkwC8JA67vF,7,Subtype03,Me at Home,"Communicative,Fun and Entertaining,Giving,Happy,Intelligent,Lazy,Weary"
R_21aBVkwC8JA67vF,7,Subtype04,Me with my Wife's Family,"Disagreeing,Inferior,Irritable,Isolated,Sad and Blue,Unloved,Weary"
R_21aBVkwC8JA67vF,7,Subtype05,Me with my Dad,"Disagreeing,Giving,Inferior,Interested,Lovable,Mature,Successful"
R_21aBVkwC8JA67vF,7,Subtype06,Me with my brother,"Comfortable,Confident,Hardworking,Intelligent,Interested,Mature,Needed,Organised,Successful"
R_21aBVkwC8JA67vF,7,Subtype07,Me with my Friends,"Energetic,Friendly,Fun and Entertaining,Outgoing"
R_3G0qsGEMETJHbb3,2,Subtype01,Me at work,"Capable,Communicative,Confident,Energetic,Hardworking,Intelligent,Mature,Organised"
R_3G0qsGEMETJHbb3,2,Subtype02,Me with friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Independent,Intelligent,Lovable,Needed,Optimistic,Outgoing"
R_1FSb8fytcIDx6nJ,4,Subtype01,Me at work,"Capable,Communicative,Confident,Hardworking,Intelligent,Interested,Mature,Optimistic,Organised,Tense"
R_1FSb8fytcIDx6nJ,4,Subtype02,Me at home with family,"Comfortable,Friendly,Independent,Lovable,Outgoing"
R_1FSb8fytcIDx6nJ,4,Subtype03,Me with friends,"Energetic,Friendly,Fun and Entertaining,Giving,Happy"
R_1FSb8fytcIDx6nJ,4,Subtype04,Me alone,"Disagreeing,Disorganised,Hopeless,Indecisive,Inferior,Lazy,Sad and Blue,Tense,Unloved,Worthless"
R_3nBDZwgD9AJ4QVR,4,Subtype01,me with my friends,"Friendly,Hardworking,Indecisive,Intelligent,Interested,Lazy,Mature,Optimistic,Successful"
R_3nBDZwgD9AJ4QVR,4,Subtype02,me with my family,"Communicative,Confident,Friendly,Fun and Entertaining,Happy,Hardworking,Intelligent,Interested,Lovable,Mature,Needed,Organised,Successful"
R_3nBDZwgD9AJ4QVR,4,Subtype03,me at school,"Communicative,Friendly,Hardworking,Interested,Mature,Organised,Self-centered,Successful"
R_3nBDZwgD9AJ4QVR,4,Subtype04,me playing games,"Capable,Comfortable,Communicative,Confident,Energetic,Fun and Entertaining,Giving,Immature,Intelligent,Lazy,Lovable,Optimistic,Organised,Self-centered,Successful"
R_3sza83PD0x18cVO,5,Subtype01,me at university,"Disorganised,Energetic,Fun and Entertaining,Incompetent,Indecisive,Independent,Inferior,Insecure,Irresponsible,Irritable,Isolated,Lazy,Like a failure,Outgoing,Self-centered"
R_3sza83PD0x18cVO,5,Subtype02,me with long term friends,"Capable,Communicative,Fun and Entertaining,Independent,Interested,Isolated,Mature,Optimistic,Organised"
R_3sza83PD0x18cVO,5,Subtype03,me as a mother,"Capable,Friendly,Fun and Entertaining,Happy,Hardworking,Irritable,Lovable,Mature,Needed,Organised"
R_3sza83PD0x18cVO,5,Subtype04,me a girlfriend,"Inferior,Insecure,Isolated,Like a failure,Needed"
R_3sza83PD0x18cVO,5,Subtype05,me at work,"Capable,Communicative,Friendly,Hardworking,Needed,Optimistic,Organised,Outgoing"
R_2fDu9Z3HgshJ9qe,7,Subtype01,Professional - work role,"Comfortable,Confident,Friendly,Giving,Hardworking,Independent,Intelligent,Mature,Outgoing"
R_2fDu9Z3HgshJ9qe,7,Subtype02,Father - parenting,"Capable,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Hardworking,Interested,Lovable,Needed,Optimistic"
R_2fDu9Z3HgshJ9qe,7,Subtype03,Husband - partner and friend,"Capable,Communicative,Friendly,Fun and Entertaining,Giving,Hardworking,Interested,Lovable,Needed"
R_2fDu9Z3HgshJ9qe,7,Subtype04,Brother - laughing with my siblings,"Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Giving,Happy,Immature,Optimistic,Outgoing"
R_2fDu9Z3HgshJ9qe,7,Subtype05,Supporter - helping others,"Capable,Communicative,Confident,Friendly,Giving,Hardworking,Independent,Intelligent,Interested,Mature,Needed,Outgoing,Successful"
R_2fDu9Z3HgshJ9qe,7,Subtype06,Gamer - playing online with friends,"Communicative,Confident,Friendly,Fun and Entertaining,Happy,Outgoing"
R_2fDu9Z3HgshJ9qe,7,Subtype07,Politician - Active candidate,"Capable,Communicative,Confident,Friendly,Giving,Hardworking,Independent,Intelligent,Interested,Organised,Outgoing,Successful"
R_3Lj893GKrsrWtxx,5,Subtype01,me in nature,"Comfortable,Energetic,Happy,Optimistic"
R_3Lj893GKrsrWtxx,5,Subtype02,me with my mom,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Interested,Lovable,Optimistic,Successful"
R_3Lj893GKrsrWtxx,5,Subtype03,me with my dog,"Comfortable,Energetic,Friendly,Fun and Entertaining,Happy,Lovable,Mature"
R_3Lj893GKrsrWtxx,5,Subtype04,me with my friends,"Capable,Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Optimistic"
R_3Lj893GKrsrWtxx,5,Subtype05,me travel alone,"Capable,Comfortable,Energetic,Friendly,Fun and Entertaining,Happy,Independent,Interested,Mature,Optimistic,Organised,Self-centered"
R_1DBjhP9dIR9ewHb,4,Subtype01,Me at work,"Capable,Friendly,Hardworking,Needed,Tense"
R_1DBjhP9dIR9ewHb,4,Subtype02,Me at home,"Comfortable,Communicative,Disorganised,Giving,Irritable,Lovable"
R_1DBjhP9dIR9ewHb,4,Subtype03,Me with my family,"Communicative,Happy,Insecure,Lovable,Mature"
R_1DBjhP9dIR9ewHb,4,Subtype04,Me alone,"Comfortable,Confident,Friendly,Happy,Independent,Intelligent,Mature,Optimistic,Organised,Outgoing"
R_2ctq3bq0bVbkZ2E,4,Subtype01,me at work,"Capable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Hardworking,Independent,Irritable,Organised,Tense"
R_2ctq3bq0bVbkZ2E,4,Subtype02,me with my friends,"Comfortable,Communicative,Confident,Energetic,Friendly,Fun and Entertaining,Happy,Immature,Lovable,Optimistic,Outgoing"
R_2ctq3bq0bVbkZ2E,4,Subtype03,me with my family,"Disagreeing,Irritable,Lazy,Tense"
R_2ctq3bq0bVbkZ2E,4,Subtype04,me with my partner,"Comfortable,Communicative,Friendly,Fun and Entertaining,Happy,Immature,Lazy,Lovable,Optimistic,Outgoing"
